Var1,Var2,value
Air spd hi flap 10,Ldg weight hi tdwn,0.004019816
Pitch cycle fin app,Gnd spd hi taxi straight,0.004017478
Gnd spd hi taxi straight,Pitch cycle fin app,0.004017478
Pitch rate hi 35-1000ft,Air spd (rel) hi 35-climb accel (3 secs),0.004014226
Air spd (rel) hi 35-climb accel (3 secs),Pitch rate hi 35-1000ft,0.004014226
Turb flt,GS dev below GS 1500-1000ft,0.004013758
GS dev below GS 1500-1000ft,Turb flt,0.004013758
Gnd spd hi taxi turn,Air spd hi 3000-1000ft,0.004009194
Air spd hi 3000-1000ft,Gnd spd hi taxi turn,0.004009194
Pitch rate hi 35-1000ft,Air spd hi 3000-1000ft,0.004006193
Air spd hi 3000-1000ft,Pitch rate hi 35-1000ft,0.004006193
Ldg weight hi tdwn,Air spd hi flap 5,0.00400434
Air spd hi flap 5,Ldg weight hi tdwn,0.00400434
Pitch lo 35-climb accel start,Max alt (ldg gear extd) excd,0.004001115
Max alt (ldg gear extd) excd,Pitch lo 35-climb accel start,0.004001115
Flap mvmt late app,Air spd hi flap 10,0.003998138
Air spd hi flap 10,Flap mvmt late app,0.003998138
Pitch cycle fin app,Ldg weight hi tdwn,0.003994208
Ldg weight hi tdwn,Pitch cycle fin app,0.003994208
Pitch lo 35-climb accel start,Norm g hi t/o,0.003993248
Norm g hi t/o,Pitch lo 35-climb accel start,0.003993248
Turb flt,Hgt lo 2 min tdwn,0.003984914
Hgt lo 2 min tdwn,Turb flt,0.003984914
Roll hi 400-1000ft,Lat g hi taxi turn,0.003978469
Lat g hi taxi turn,Roll hi 400-1000ft,0.003978469
GS dev below GS 500-200ft,Air spd hi flap 5,0.003977557
Air spd hi flap 5,GS dev below GS 500-200ft,0.003977557
Pitch lo 500-20ft,GS dev below GS 1000-500ft,0.003977099
GS dev below GS 1000-500ft,Pitch lo 500-20ft,0.003977099
Turb app,Pitch rate (neg) t/o,0.003976691
Pitch rate (neg) t/o,Turb app,0.003976691
Pitch cycle fin app,Fuel qty low tdwn,0.003973837
Fuel qty low tdwn,Pitch cycle fin app,0.003973837
Short flare duration,LOC dev 1000-500ft,0.003970888
LOC dev 1000-500ft,Short flare duration,0.003970888
Pitch hi 1000-500ft,Air spd hi 3000-1000ft,0.003961759
Air spd hi 3000-1000ft,Pitch hi 1000-500ft,0.003961759
Short flare duration,Pitch hi 500-50ft,0.003961147
Pitch hi 500-50ft,Short flare duration,0.003961147
Roll hi 300-20ft,Hgt lo 2 min tdwn,0.003960035
Hgt lo 2 min tdwn,Roll hi 300-20ft,0.003960035
Norm g hi t/o,GS dev above GS 1000-500ft,0.003957826
GS dev above GS 1000-500ft,Norm g hi t/o,0.003957826
LOC dev 500-200ft,Air spd (rel) hi liftoff,0.003954474
Air spd (rel) hi liftoff,LOC dev 500-200ft,0.003954474
GS dev below GS 1000-500ft,Air spd (rel) lo 1000-500ft (3 secs),0.00395147
Air spd (rel) lo 1000-500ft (3 secs),GS dev below GS 1000-500ft,0.00395147
Flap retr early t/o,Air spd hi flap 10,0.0039447
Air spd hi flap 10,Flap retr early t/o,0.0039447
AP disengaged crz,Air spd (rel) hi 35-climb accel (3 secs),0.003936209
Air spd (rel) hi 35-climb accel (3 secs),AP disengaged crz,0.003936209
Pitch lo 35ft t/o,Pitch lo 1000-500ft,0.003935479
Pitch lo 1000-500ft,Pitch lo 35ft t/o,0.003935479
Flap retr early t/o,Air spd hi flap 5,0.003934446
Air spd hi flap 5,Flap retr early t/o,0.003934446
Unstable app g/a,GS dev above GS 1500-1000ft,0.003931309
GS dev above GS 1500-1000ft,Unstable app g/a,0.003931309
Max alt excd,Air spd (rel) hi 35-climb accel start,0.003926377
Air spd (rel) hi 35-climb accel start,Max alt excd,0.003926377
Long flare duration,GS dev above GS 1000-500ft,0.003922052
GS dev above GS 1000-500ft,Long flare duration,0.003922052
Air spd hi 10000-8000ft,Air spd (rel) hi 500-20ft (3 secs),0.003919846
Air spd (rel) hi 500-20ft (3 secs),Air spd hi 10000-8000ft,0.003919846
Gnd spd hi taxi turn,Air spd (rel) lo 35ft t/o,0.003918632
Air spd (rel) lo 35ft t/o,Gnd spd hi taxi turn,0.003918632
Throttle cycle fin app,Pitch rate (rot) hi t/o,0.003917218
Pitch rate (rot) hi t/o,Throttle cycle fin app,0.003917218
Pitch lo 35ft t/o,Pitch lo 20ft tdwn,0.003913239
Pitch lo 20ft tdwn,Pitch lo 35ft t/o,0.003913239
Throttle cycle fin app,Pitch rate (neg) t/o,0.003910507
Pitch rate (neg) t/o,Throttle cycle fin app,0.003910507
Roll hi liftoff 20ft,Pitch hi 400-1000ft,0.003906296
Pitch hi 400-1000ft,Roll hi liftoff 20ft,0.003906296
Pitch lo 400-1000ft,Hgt hi 2 min tdwn,0.003904249
Hgt hi 2 min tdwn,Pitch lo 400-1000ft,0.003904249
Hgt hi 1 min tdwn,Air spd (rel) hi 35-climb accel (3 secs),0.003898584
Air spd (rel) hi 35-climb accel (3 secs),Hgt hi 1 min tdwn,0.003898584
Gnd spd hi taxi straight,Air spd hi flap 5,0.003895756
Air spd hi flap 5,Gnd spd hi taxi straight,0.003895756
Roll hi 300-20ft,Air spd (rel) lo 500-20ft (3 secs),0.003891172
Air spd (rel) lo 500-20ft (3 secs),Roll hi 300-20ft,0.003891172
RTO,Air spd hi flap 25,0.003887519
Air spd hi flap 25,RTO,0.003887519
Ldg weight hi tdwn,Ldg gear late retr,0.003885805
Ldg gear late retr,Ldg weight hi tdwn,0.003885805
Gnd spd hi taxi turn,Flap setting lo 1000ft,0.003884923
Flap setting lo 1000ft,Gnd spd hi taxi turn,0.003884923
Roll hi 20-400ft,Gnd spd hi taxi turn,0.003883717
Gnd spd hi taxi turn,Roll hi 20-400ft,0.003883717
Pitch hi 35-400ft,GS dev below GS 500-200ft,0.003882496
GS dev below GS 500-200ft,Pitch hi 35-400ft,0.003882496
Air spd hi flap 25,Air spd (rel) lo 35-climb accel (3 secs),0.003878212
Air spd (rel) lo 35-climb accel (3 secs),Air spd hi flap 25,0.003878212
Air spd hi flap 30,Air spd hi 5000-3000ft,0.003870774
Air spd hi 5000-3000ft,Air spd hi flap 30,0.003870774
LOC dev 1500-1000ft,Ldg gear late retr g/a,0.003867836
Ldg gear late retr g/a,LOC dev 1500-1000ft,0.003867836
Unstable app g/a,Eng N1 lo 500-50ft (5 secs),0.003866377
Eng N1 lo 500-50ft (5 secs),Unstable app g/a,0.003866377
Pitch rate (neg) t/o,Air spd (rel) lo 1000-500ft (3 secs),0.003864484
Air spd (rel) lo 1000-500ft (3 secs),Pitch rate (neg) t/o,0.003864484
Pitch rate (neg) t/o,Hgt hi 1 min tdwn,0.003864484
Hgt hi 1 min tdwn,Pitch rate (neg) t/o,0.003864484
Pitch hi 400-1000ft,Ldg gear late retr,0.003857881
Ldg gear late retr,Pitch hi 400-1000ft,0.003857881
Roll hi 400-1000ft,Air spd (rel) lo flap 1,0.003857719
Air spd (rel) lo flap 1,Roll hi 400-1000ft,0.003857719
GS dev above GS 500-200ft,Flap mvmt late app,0.003856791
Flap mvmt late app,GS dev above GS 500-200ft,0.003856791
GS dev below GS 1500-1000ft,AP disengaged crz,0.003856406
AP disengaged crz,GS dev below GS 1500-1000ft,0.003856406
LOC dev 1000-500ft,Air spd (rel) lo 1000-500ft (3 secs),0.003856277
Air spd (rel) lo 1000-500ft (3 secs),LOC dev 1000-500ft,0.003856277
Roll hi 300-20ft,Roll hi 20ft tdwn,0.003846307
Roll hi 20ft tdwn,Roll hi 300-20ft,0.003846307
Short flare duration,GS dev below GS 1000-500ft,0.003842961
GS dev below GS 1000-500ft,Short flare duration,0.003842961
Ldg weight hi tdwn,Air spd (rel) lo liftoff,0.003834515
Air spd (rel) lo liftoff,Ldg weight hi tdwn,0.003834515
Air spd hi 1000-8000ft,Air spd (rel) lo 35-climb accel (3 secs),0.00383227
Air spd (rel) lo 35-climb accel (3 secs),Air spd hi 1000-8000ft,0.00383227
Pitch rate (neg) t/o,Norm g hi t/o,0.00383144
Norm g hi t/o,Pitch rate (neg) t/o,0.00383144
Ldg weight hi tdwn,GS dev above GS 500-200ft,0.003823431
GS dev above GS 500-200ft,Ldg weight hi tdwn,0.003823431
Roll hi 20-400ft,Ldg gear late retr g/a,0.003820492
Ldg gear late retr g/a,Roll hi 20-400ft,0.003820492
GS dev above GS 500-200ft,Air spd (rel) lo flap 5,0.003814955
Air spd (rel) lo flap 5,GS dev above GS 500-200ft,0.003814955
Pitch rate hi 35-1000ft,Air spd hi 10000-8000ft,0.003810826
Air spd hi 10000-8000ft,Pitch rate hi 35-1000ft,0.003810826
Pitch lo 400-1000ft,Air spd (rel) lo 35-climb accel (3 secs),0.003804898
Air spd (rel) lo 35-climb accel (3 secs),Pitch lo 400-1000ft,0.003804898
Roll hi 20ft tdwn,Air spd (rel) hi 35-climb accel start,0.003801142
Air spd (rel) hi 35-climb accel start,Roll hi 20ft tdwn,0.003801142
Long flare duration,Air spd (rel) hi liftoff,0.003777544
Air spd (rel) hi liftoff,Long flare duration,0.003777544
Air spd (rel) lo flap 5,Air spd (rel) hi 35ft t/o,0.003774644
Air spd (rel) hi 35ft t/o,Air spd (rel) lo flap 5,0.003774644
Pitch rate (rot) hi t/o,Max alt (ldg gear extd) excd,0.003773624
Max alt (ldg gear extd) excd,Pitch rate (rot) hi t/o,0.003773624
Air spd hi flap 25,Air spd hi flap 1,0.003769401
Air spd hi flap 1,Air spd hi flap 25,0.003769401
Pitch rate (neg) t/o,Max alt (ldg gear extd) excd,0.003768448
Max alt (ldg gear extd) excd,Pitch rate (neg) t/o,0.003768448
Pitch hi 1000-500ft,Air spd (rel) hi liftoff,0.003767519
Air spd (rel) hi liftoff,Pitch hi 1000-500ft,0.003767519
Flap setting lo 1000ft,Air spd hi flap 10,0.003759607
Air spd hi flap 10,Flap setting lo 1000ft,0.003759607
RoD hi tdwn,Hdg dev rwy >80kts air spd t/o,0.003758401
Hdg dev rwy >80kts air spd t/o,RoD hi tdwn,0.003758401
Air spd (rel) lo flap 10,Air spd (rel) hi 35ft t/o,0.00375809
Air spd (rel) hi 35ft t/o,Air spd (rel) lo flap 10,0.00375809
Pitch lo 20ft tdwn,Air spd hi 5000-3000ft,0.00374104
Air spd hi 5000-3000ft,Pitch lo 20ft tdwn,0.00374104
Roll hi 1000-300ft,Air spd hi flap 30,0.003730756
Air spd hi flap 30,Roll hi 1000-300ft,0.003730756
Air spd hi ldg gear extn,Air spd (rel) lo 500-20ft (3 secs),0.00372703
Air spd (rel) lo 500-20ft (3 secs),Air spd hi ldg gear extn,0.00372703
Throttle cycle fin app,Air spd (rel) hi liftoff,0.003726666
Air spd (rel) hi liftoff,Throttle cycle fin app,0.003726666
Air spd hi 10000-8000ft,Air spd (rel) lo liftoff,0.003719312
Air spd (rel) lo liftoff,Air spd hi 10000-8000ft,0.003719312
Pitch hi 500-50ft,Flap mvmt late app,0.003719245
Flap mvmt late app,Pitch hi 500-50ft,0.003719245
Ldg gear late retr g/a,Air spd (rel) hi 35-climb accel start,0.003715676
Air spd (rel) hi 35-climb accel start,Ldg gear late retr g/a,0.003715676
Pitch hi 50ft tdwn,Hgt lo 2 min tdwn,0.003711561
Hgt lo 2 min tdwn,Pitch hi 50ft tdwn,0.003711561
Gnd spd hi taxi turn,Air spd hi 5000-3000ft,0.00370169
Air spd hi 5000-3000ft,Gnd spd hi taxi turn,0.00370169
Pitch rate hi 35-1000ft,Air spd (rel) hi 35ft t/o,0.003695485
Air spd (rel) hi 35ft t/o,Pitch rate hi 35-1000ft,0.003695485
LOC dev 500-200ft,Flap retr early t/o,0.003694218
Flap retr early t/o,LOC dev 500-200ft,0.003694218
GS dev below GS 500-200ft,Air spd (rel) hi 35-climb accel (3 secs),0.003683418
Air spd (rel) hi 35-climb accel (3 secs),GS dev below GS 500-200ft,0.003683418
Roll hi 20ft tdwn,Air spd hi ldg gear extn,0.003682844
Air spd hi ldg gear extn,Roll hi 20ft tdwn,0.003682844
Eng N1 lo 500-50ft (5 secs),Air spd hi 3000-1000ft,0.003678759
Air spd hi 3000-1000ft,Eng N1 lo 500-50ft (5 secs),0.003678759
RoD hi 500-50ft,Max alt (flaps extd) excd,0.003677713
Max alt (flaps extd) excd,RoD hi 500-50ft,0.003677713
Spdbrk dep flaps extd,Pitch hi 1000-500ft,0.003669736
Pitch hi 1000-500ft,Spdbrk dep flaps extd,0.003669736
Pitch lo 35ft t/o,Eng rev thrust hi at lo gnd spd,0.003668054
Eng rev thrust hi at lo gnd spd,Pitch lo 35ft t/o,0.003668054
Pitch lo 35-400ft,AP disengaged crz,0.003659854
AP disengaged crz,Pitch lo 35-400ft,0.003659854
RoD hi 1000-500ft,Max alt (flaps extd) excd,0.00365238
Max alt (flaps extd) excd,RoD hi 1000-500ft,0.00365238
Pitch hi 35ft t/o,Go-around,0.003629292
Go-around,Pitch hi 35ft t/o,0.003629292
Long flare duration,Hgt lo 2 min tdwn,0.003620275
Hgt lo 2 min tdwn,Long flare duration,0.003620275
Hdg var tdwn 60kts air spd,Gnd spd hi taxi straight,0.003613338
Gnd spd hi taxi straight,Hdg var tdwn 60kts air spd,0.003613338
Hgt hi 1 min tdwn,Air spd (rel) hi tdwn,0.003610316
Air spd (rel) hi tdwn,Hgt hi 1 min tdwn,0.003610316
Pitch lo 500-20ft,Air spd hi flap 1,0.003605542
Air spd hi flap 1,Pitch lo 500-20ft,0.003605542
Pitch lo 20ft tdwn,Flap mvmt late app,0.003598604
Flap mvmt late app,Pitch lo 20ft tdwn,0.003598604
Hgt hi 2 min tdwn,GS dev above GS 1500-1000ft,0.00359829
GS dev above GS 1500-1000ft,Hgt hi 2 min tdwn,0.00359829
Spdbrk dep flaps extd,GS dev below GS 1000-500ft,0.003595773
GS dev below GS 1000-500ft,Spdbrk dep flaps extd,0.003595773
Roll cycle fin app,Eng rev thrust hi at lo gnd spd,0.003586057
Eng rev thrust hi at lo gnd spd,Roll cycle fin app,0.003586057
Pitch hi 35ft t/o,Air spd (rel) lo liftoff,0.003568281
Air spd (rel) lo liftoff,Pitch hi 35ft t/o,0.003568281
Spdbrk dep flaps extd,Norm g hi tdwn (hard ldg),0.003566454
Norm g hi tdwn (hard ldg),Spdbrk dep flaps extd,0.003566454
Pitch hi 1000-500ft,GS dev above GS 1000-500ft,0.00356629
GS dev above GS 1000-500ft,Pitch hi 1000-500ft,0.00356629
RoD hi 500-50ft,Lat g hi taxi turn,0.003564951
Lat g hi taxi turn,RoD hi 500-50ft,0.003564951
Roll hi 20-400ft,Roll hi >1000ft,0.003564046
Roll hi >1000ft,Roll hi 20-400ft,0.003564046
Air spd (rel) lo flap 1,Air spd (rel) hi 35-climb accel start,0.003558111
Air spd (rel) hi 35-climb accel start,Air spd (rel) lo flap 1,0.003558111
Roll hi >1000ft,Air spd (rel) hi tdwn,0.003548925
Air spd (rel) hi tdwn,Roll hi >1000ft,0.003548925
Pitch hi 50ft tdwn,AP disengaged crz,0.003546551
AP disengaged crz,Pitch hi 50ft tdwn,0.003546551
Hgt lo 1 min tdwn,Air spd (rel) lo 35ft t/o,0.003543151
Air spd (rel) lo 35ft t/o,Hgt lo 1 min tdwn,0.003543151
Pitch lo 400-1000ft,AP disengaged crz,0.003529201
AP disengaged crz,Pitch lo 400-1000ft,0.003529201
Spdbrk dep flaps extd,Hdg var 500-50ft,0.003515825
Hdg var 500-50ft,Spdbrk dep flaps extd,0.003515825
Pitch lo 400-1000ft,LOC dev 500-200ft,0.00351444
LOC dev 500-200ft,Pitch lo 400-1000ft,0.00351444
Roll hi 20-400ft,Eng N1 lo 500-50ft (5 secs),0.003509893
Eng N1 lo 500-50ft (5 secs),Roll hi 20-400ft,0.003509893
Roll hi 20-400ft,Air spd hi flap 25,0.003503695
Air spd hi flap 25,Roll hi 20-400ft,0.003503695
Eng rev thrust hi at lo gnd spd,Air spd hi ldg gear extn,0.003497358
Air spd hi ldg gear extn,Eng rev thrust hi at lo gnd spd,0.003497358
Pitch rate (rot) hi t/o,Max alt excd,0.003491767
Max alt excd,Pitch rate (rot) hi t/o,0.003491767
RoD hi 3000-2000ft,Pitch cycle fin app,0.003490675
Pitch cycle fin app,RoD hi 3000-2000ft,0.003490675
Pitch rate (neg) t/o,Eng N1 lo 500-50ft (5 secs),0.003490575
Eng N1 lo 500-50ft (5 secs),Pitch rate (neg) t/o,0.003490575
RoD hi 3000-2000ft,Pitch lo 35ft t/o,0.003489092
Pitch lo 35ft t/o,RoD hi 3000-2000ft,0.003489092
Air spd (rel) lo flap 1,Air spd (rel) hi 500-20ft (3 secs),0.003483783
Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) lo flap 1,0.003483783
Norm g hi t/o,Max alt (flaps extd) excd,0.003477883
Max alt (flaps extd) excd,Norm g hi t/o,0.003477883
Hgt lo 1 min tdwn,Air spd (VMO) excd,0.003476486
Air spd (VMO) excd,Hgt lo 1 min tdwn,0.003476486
Hgt lo 2 min tdwn,GS dev below GS 500-200ft,0.003472344
GS dev below GS 500-200ft,Hgt lo 2 min tdwn,0.003472344
Throttle cycle fin app,Pitch hi liftoff,0.003468441
Pitch hi liftoff,Throttle cycle fin app,0.003468441
Hdg dev rwy >80kts air spd t/o,Air spd hi flap 1,0.003460715
Air spd hi flap 1,Hdg dev rwy >80kts air spd t/o,0.003460715
Roll hi 1000-300ft,Pitch hi liftoff,0.003460337
Pitch hi liftoff,Roll hi 1000-300ft,0.003460337
Ldg weight hi tdwn,Air spd (rel) lo 500-20ft (3 secs),0.003458843
Air spd (rel) lo 500-20ft (3 secs),Ldg weight hi tdwn,0.003458843
Flap setting lo 1000ft,Air spd hi flap 2,0.003458429
Air spd hi flap 2,Flap setting lo 1000ft,0.003458429
Gnd spd hi taxi straight,Flap retr early t/o,0.003457972
Flap retr early t/o,Gnd spd hi taxi straight,0.003457972
Norm g hi t/o,GS dev above GS 500-200ft,0.003455966
GS dev above GS 500-200ft,Norm g hi t/o,0.003455966
RoD hi tdwn,GS dev above GS 1000-500ft,0.003452824
GS dev above GS 1000-500ft,RoD hi tdwn,0.003452824
Pitch lo 400-1000ft,Air spd hi flap 2,0.00344352
Air spd hi flap 2,Pitch lo 400-1000ft,0.00344352
Eng N1 lo 500-50ft (5 secs),Air spd (rel) hi 35-climb accel (3 secs),0.003439185
Air spd (rel) hi 35-climb accel (3 secs),Eng N1 lo 500-50ft (5 secs),0.003439185
Pitch cycle fin app,Ldg gear late retr,0.003433816
Ldg gear late retr,Pitch cycle fin app,0.003433816
GS dev below GS 1500-1000ft,Eng rev thrust hi at lo gnd spd,0.003433366
Eng rev thrust hi at lo gnd spd,GS dev below GS 1500-1000ft,0.003433366
Norm g hi tdwn (hard ldg),Hdg dev rwy >80kts air spd t/o,0.003416943
Hdg dev rwy >80kts air spd t/o,Norm g hi tdwn (hard ldg),0.003416943
Pitch hi liftoff,Hgt hi 1 min tdwn,0.003414967
Hgt hi 1 min tdwn,Pitch hi liftoff,0.003414967
Hdg dev rwy >80kts air spd t/o,Air spd (rel) lo flap 5,0.003413581
Air spd (rel) lo flap 5,Hdg dev rwy >80kts air spd t/o,0.003413581
Pitch lo 400-1000ft,Air spd (rel) hi liftoff,0.00341249
Air spd (rel) hi liftoff,Pitch lo 400-1000ft,0.00341249
Throttle cycle fin app,Roll hi 20-400ft,0.003408171
Roll hi 20-400ft,Throttle cycle fin app,0.003408171
GS dev below GS 500-200ft,AP engaged early t/o,0.003393954
AP engaged early t/o,GS dev below GS 500-200ft,0.003393954
Flap mvmt late app,Air spd (rel) lo 35ft t/o,0.00338968
Air spd (rel) lo 35ft t/o,Flap mvmt late app,0.00338968
RoD hi tdwn,GS dev below GS 500-200ft,0.003375445
GS dev below GS 500-200ft,RoD hi tdwn,0.003375445
Lat g hi taxi turn,Hdg dev rwy >80kts air spd t/o,0.003373432
Hdg dev rwy >80kts air spd t/o,Lat g hi taxi turn,0.003373432
Spdbrk dep flaps extd,LOC dev 500-200ft,0.003362496
LOC dev 500-200ft,Spdbrk dep flaps extd,0.003362496
Pitch rate (neg) t/o,Air spd (rel) hi 35-climb accel start,0.003362081
Air spd (rel) hi 35-climb accel start,Pitch rate (neg) t/o,0.003362081
AP disengaged crz,Air spd hi flap 25,0.003361416
Air spd hi flap 25,AP disengaged crz,0.003361416
Ldg gear late retr,Air spd (rel) hi 35-climb accel (3 secs),0.003353806
Air spd (rel) hi 35-climb accel (3 secs),Ldg gear late retr,0.003353806
Roll hi 20ft tdwn,Roll hi >1000ft,0.003348268
Roll hi >1000ft,Roll hi 20ft tdwn,0.003348268
Pitch hi 500-50ft,Air spd hi flap 2,0.003345862
Air spd hi flap 2,Pitch hi 500-50ft,0.003345862
Pitch hi 35ft t/o,Mach (MMO) excd,0.00334327
Mach (MMO) excd,Pitch hi 35ft t/o,0.00334327
Pitch lo 400-1000ft,Pitch hi 50ft tdwn,0.003343136
Pitch hi 50ft tdwn,Pitch lo 400-1000ft,0.003343136
GS dev below GS 500-200ft,Flap retr early t/o,0.003340794
Flap retr early t/o,GS dev below GS 500-200ft,0.003340794
Pitch rate lo t/o,LOC dev 1500-1000ft,0.003337661
LOC dev 1500-1000ft,Pitch rate lo t/o,0.003337661
Pitch lo 35ft t/o,Lat g hi taxi turn,0.003337204
Lat g hi taxi turn,Pitch lo 35ft t/o,0.003337204
GS dev above GS 1500-1000ft,AP disengaged crz,0.00333461
AP disengaged crz,GS dev above GS 1500-1000ft,0.00333461
GS dev above GS 1500-1000ft,Air spd hi flap 1,0.003330462
Air spd hi flap 1,GS dev above GS 1500-1000ft,0.003330462
Spdbrk dep flaps extd,GS dev above GS 1000-500ft,0.003328904
GS dev above GS 1000-500ft,Spdbrk dep flaps extd,0.003328904
Unstable app g/a,Pitch rate (rot) hi t/o,0.003320539
Pitch rate (rot) hi t/o,Unstable app g/a,0.003320539
Pitch cycle fin app,Air spd (rel) lo flap 1,0.003317268
Air spd (rel) lo flap 1,Pitch cycle fin app,0.003317268
RoD hi 50ft tdwn,RoC lo 35-1000ft,0.003316847
RoC lo 35-1000ft,RoD hi 50ft tdwn,0.003316847
Hdg var tdwn 60kts air spd,AP engaged early t/o,0.003304582
AP engaged early t/o,Hdg var tdwn 60kts air spd,0.003304582
Ldg gear late retr g/a,GS dev below GS 1000-500ft,0.003299626
GS dev below GS 1000-500ft,Ldg gear late retr g/a,0.003299626
GS dev above GS 1500-1000ft,Air spd (rel) lo liftoff,0.003296661
Air spd (rel) lo liftoff,GS dev above GS 1500-1000ft,0.003296661
Pitch hi 50ft tdwn,Max alt (ldg gear extd) excd,0.00328449
Max alt (ldg gear extd) excd,Pitch hi 50ft tdwn,0.00328449
Pitch rate hi 35-1000ft,Air spd (rel) lo flap 10,0.003280363
Air spd (rel) lo flap 10,Pitch rate hi 35-1000ft,0.003280363
Throttle cycle fin app,Flap setting lo 1000ft,0.003277113
Flap setting lo 1000ft,Throttle cycle fin app,0.003277113
Pitch hi 35ft t/o,Air spd hi 3000-1000ft,0.00327699
Air spd hi 3000-1000ft,Pitch hi 35ft t/o,0.00327699
Throttle cycle fin app,Pitch hi 35-400ft,0.003270087
Pitch hi 35-400ft,Throttle cycle fin app,0.003270087
Roll hi 20ft tdwn,Air spd (rel) lo flap 1,0.003268323
Air spd (rel) lo flap 1,Roll hi 20ft tdwn,0.003268323
Pitch hi 1000-500ft,Air spd hi flap 2,0.003259528
Air spd hi flap 2,Pitch hi 1000-500ft,0.003259528
Gnd spd hi taxi turn,Air spd hi ldg gear retr,0.003258243
Air spd hi ldg gear retr,Gnd spd hi taxi turn,0.003258243
Spdbrk dep flaps extd,Eng rev thrust hi at lo gnd spd,0.003251605
Eng rev thrust hi at lo gnd spd,Spdbrk dep flaps extd,0.003251605
Eng N1 lo TOGA t/o,Eng N1 lo 500-50ft (5 secs),0.003238513
Eng N1 lo 500-50ft (5 secs),Eng N1 lo TOGA t/o,0.003238513
Pitch hi 35ft t/o,GS dev below GS 1500-1000ft,0.003236583
GS dev below GS 1500-1000ft,Pitch hi 35ft t/o,0.003236583
Air spd hi flap 1,Air spd (rel) hi 35-climb accel (3 secs),0.003233075
Air spd (rel) hi 35-climb accel (3 secs),Air spd hi flap 1,0.003233075
Pitch hi liftoff,GS dev below GS 1500-1000ft,0.003230951
GS dev below GS 1500-1000ft,Pitch hi liftoff,0.003230951
LOC dev 500-200ft,Air spd (rel) lo tdwn,0.003228297
Air spd (rel) lo tdwn,LOC dev 500-200ft,0.003228297
Air spd hi 3000-1000ft,Air spd (rel) lo tdwn,0.003224472
Air spd (rel) lo tdwn,Air spd hi 3000-1000ft,0.003224472
Pitch lo 35ft t/o,Air spd hi 8000-5000ft,0.003219676
Air spd hi 8000-5000ft,Pitch lo 35ft t/o,0.003219676
Pitch rate lo t/o,Hgt hi 2 min tdwn,0.003219011
Hgt hi 2 min tdwn,Pitch rate lo t/o,0.003219011
Pitch lo 400-1000ft,Hdg var tdwn 60kts air spd,0.003211684
Hdg var tdwn 60kts air spd,Pitch lo 400-1000ft,0.003211684
Pitch hi 35-400ft,Hgt hi 1 min tdwn,0.003209457
Hgt hi 1 min tdwn,Pitch hi 35-400ft,0.003209457
